candidate_id,category,subcategory,task_summary,skills
C_ed156044fd8d699bcaccc02c,Переводчичество,Литературный перевод,,"['перевод с английского', 'художественные тексты', 'редактирование', 'Word']"
C_a307fbab2c8247fe62926d6a,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""Контент-маркетинг"",
  ""skills"": [
    ""разработка контент-стратегий"",
    ""публикация материалов в социальных сетях"",
    ""создание сценариев"",
    ""съемка и монтаж видео"",
    ""визуальный",
C_71614c98fbbae5708d65016e,Красота и здоровье,Бьюти-индустрия,,"['обучение бровистам', 'техники бровиста', 'практические занятия']"
C_ee59ad93ad8718fb2f386d90,Психология,Консультативная психология,,"['психологическое консультирование', 'диалог с клиентами', 'разбор ситуаций', 'использование методов консультирования']"
C_ddb127eccb912fff10f8a17c,Бухгалтерские услуги,Финансовый менеджмент,,"['регистрация организаций', 'ведение учёта', 'подготовка отчётности', 'налоговое консультирование', 'аудит']"
C_03f51dc481aac8b2442c9e67,Маркетинг,Коммуникационный маркетинг,,"['PR', 'контент-маркетинг', 'SMM', 'email-маркетинг', 'продвижение в чатах']"
C_3a0d2c98440671ab11fec2bd,Дизайн,Наружная реклама,,"['дизайн вывесок', 'печать', 'монтаж вывесок', 'фирменный стиль']"
C_b0460434f2f7d77325d8e7e7,Строительство,Архитектурное проектирование,,"['Revit', 'проектирование', 'поддержка пользователей', 'анализ ошибок']"
C_1cca9aaad94bc9fab79ab436,Фотография и видеопроизводство,Видеография и фотосъемка,,"['съемка мероприятий', 'портретная фотосъемка', 'деловая фотосъемка', 'монтаж видео']"
C_93901921af4f62bd217956c9,Маркетинг,Контекстная реклама,,"['настройка контекстной рекламы', 'оптимизация кампаний', 'интеграция с CRM']"
C_b1ecc94fa2933e0e14349fd4,Юридические услуги,Правовая помощь,,"['подготовка документов', 'оценка после ДТП', 'юридическое сопровождение']"
C_e6714f3061ef8c8bb8842113,Маркетинг,Контент-маркетинг,,"['копирайтинг', 'визуальный дизайн', 'анализ контента', 'разработка контент-плана', 'оптимизация материалов']"
